0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1.7635016,1.8312509,1.8949771,1.9998081,2.1146865,2.1415017,2.061948,2.009879,1.89731,1.8359647,1.7433035,1.7187309,1.6467865,1.5855689,1.5418041,1.5112066,1.5556228,1.5339315,1.5162722,1.5029225,1.4624634,1.463615,1.4447017,1.387542,1.3836849,1.3727872,1.3520558,1.3303776,1.3277617,1.3471687,1.3594217,1.33484,1.3018413,1.2785256,1.2915404,1.289604,1.2506163,1.2474334,1.275578,1.25366,1.2504275,1.2415082,1.2247305,1.2113194,1.220803,1.2229619,1.2211647,1.1899998,1.154288,1.1389153,1.1585467,1.1508938,1.1442342,1.1513801,1.1266652,1.1002014,1.115025,1.090477,1.0786972,1.0694033,1.1377401,1.1877797,1.3856087,1.6444585
-1.2179515,-1.2903345,-1.2827878,-1.2866952,-1.3076706,-1.3125639,-1.2923274,-1.3096993,-1.2917304,-1.2903249,-1.2729867,-1.2610967,-1.2072096,-1.1748252,-1.1715739,-1.2218208,-1.2246311,-1.2234285,-1.2403157,-1.2331729,-1.2056229,-1.180583,-1.1801174,-1.173312,-1.1677296,-1.1547546,-1.1374481,-1.1188676,-1.093679,-1.1004732,-1.1016951,-1.092309,-1.0689054,-1.0865026,-1.1022911,-1.0872457,-1.073071,-1.0857933,-1.1556993,-1.22961,-1.2783761,-1.3552754,-1.3781681,-1.3837528,-1.3670478,-1.3831563,-1.383517,-1.4218097,-1.4400792,-1.4481795,-1.428324,-1.4249318,-1.4428179,-1.481946,-1.4906304,-1.5007675,-1.4954863,-1.522037,-1.5340664,-1.5283303,-1.5592356,-1.6095567,-1.7083426,-1.8091657
-0.22662915,-0.17147738,-0.099104695,-0.03775377,-0.04443009,-0.03871503,-0.059948407,-0.061603006,-0.011950411,-0.042767517,-0.06460687,-0.06948822,-0.05662238,-0.053685673,-0.06517558,-0.10032137,-0.09520066,-0.10999853,-0.09874991,-0.107568726,-0.091665864,-0.058834955,-0.023235353,-0.013494809,0.007190222,0.0628406,0.1404426,0.19966221,0.26624733,0.32882327,0.3936792,0.44644764,0.4136787,0.44821262,0.49331558,0.5577276,0.58592594,0.5634282,0.47569627,0.38144386,0.27127832,0.17761184,0.10534908,0.033480424,0.0118545145,0.0077691795,0.017098093,0.035773654,0.06204553,0.055339094,0.061442446,0.05583823,0.04619423,0.052022673,0.07016658,0.07153872,0.120046474,0.14434025,0.11912482,0.11563371,0.13134891,0.105480686,0.111032315,0.072780386
-0.32056075,-0.37130547,-0.43457007,-0.5243287,-0.6005292,-0.5846436,-0.5724901,-0.54608667,-0.50629586,-0.4358855,-0.40605474,-0.3081935,-0.24122648,-0.1911389,-0.17033832,-0.17141947,-0.06779218,-0.03697772,-0.010770137,0.018821882,0.008134036,-0.0053171404,-0.01289715,-0.020475172,-0.08445632,-0.114502914,-0.1588662,-0.19201128,-0.23756067,-0.25315607,-0.276868,-0.29144126,-0.26476884,-0.26236326,-0.28395873,-0.31452492,-0.33670992,-0.30778176,-0.258253,-0.14860764,-0.03143252,0.08606489,0.17183644,0.22070798,0.20108172,0.18814492,0.18078843,0.19594714,0.24085507,0.2626671,0.27486068,0.2705767,0.26949704,0.27668944,0.2773376,0.27196097,0.2774831,0.29596537,0.32343656,0.2931342,0.30956984,0.20922375,0.08807629,0.061385993
-1.294385,-1.3392537,-1.2972147,-1.2800293,-1.2861607,-1.2928054,-1.3055711,-1.3221638,-1.2980943,-1.3097847,-1.3114004,-1.3021247,-1.275372,-1.2520156,-1.2352986,-1.2466335,-1.2470889,-1.2309353,-1.2409055,-1.28146,-1.2747097,-1.2731509,-1.2815139,-1.2813303,-1.2966647,-1.304343,-1.3113987,-1.3054204,-1.2902873,-1.2702317,-1.265584,-1.2894509,-1.3170865,-1.3137329,-1.3143344,-1.2936275,-1.2654185,-1.255743,-1.2611516,-1.2663705,-1.3060219,-1.3169937,-1.3246644,-1.3151109,-1.3029978,-1.2711775,-1.2655101,-1.2602055,-1.2697434,-1.254534,-1.2353134,-1.2325516,-1.2312381,-1.263696,-1.2680247,-1.268208,-1.2419729,-1.2090328,-1.1720741,-1.1489248,-1.1218793,-1.1560392,-1.2072525,-1.2683018
-1.4875581,-1.5587521,-1.5264003,-1.5093856,-1.4913678,-1.4900713,-1.495367,-1.5447643,-1.6029265,-1.6237047,-1.6571369,-1.665678,-1.6697164,-1.6445882,-1.6512735,-1.6621251,-1.6766553,-1.6642559,-1.6744535,-1.7068784,-1.690206,-1.6989202,-1.7198069,-1.7038968,-1.6804142,-1.6773708,-1.6687276,-1.6535618,-1.6067836,-1.5675275,-1.5485055,-1.5468662,-1.5456607,-1.5439899,-1.5380878,-1.5489125,-1.5102968,-1.502492,-1.5278375,-1.557872,-1.6095893,-1.6255004,-1.6382599,-1.6296892,-1.5900376,-1.5516672,-1.5377586,-1.5065196,-1.4985087,-1.4961014,-1.4870033,-1.4661856,-1.4473209,-1.4496024,-1.4487011,-1.4256296,-1.4157903,-1.397068,-1.3688023,-1.3616321,-1.3569798,-1.352417,-1.3551297,-1.318673
0.018337758,0.036205623,0.043196615,0.06302027,0.054880723,0.055049393,0.03201934,0.0123370085,0.007833396,-0.01885086,-0.06671545,-0.08620773,-0.0998981,-0.08615544,-0.09480995,-0.124496944,-0.12703297,-0.1905731,-0.19863224,-0.2424072,-0.24776936,-0.28102857,-0.29781944,-0.29563636,-0.36970598,-0.3894872,-0.39478153,-0.41595012,-0.43050873,-0.46162176,-0.4320286,-0.39538473,-0.37719423,-0.4105128,-0.4540342,-0.50094247,-0.5115042,-0.5226734,-0.4865667,-0.41128367,-0.26950163,-0.1928024,-0.12093253,-0.055820197,-0.011423284,0.032519013,0.03246694,0.050235964,0.070109606,0.06149199,0.035924457,0.00680307,-0.025539389,-0.04173489,-0.043007575,-0.06950898,-0.061970275,-0.050891552,-0.072244614,-0.055021644,-0.06401099,-0.086385004,-0.14399137,-0.22134608
2.0369565,2.0791333,2.0983531,2.047126,2.0044553,1.9676554,1.9141576,1.8980108,1.9197593,1.939898,1.9720645,2.0071838,2.0414307,2.058792,2.0451417,2.009813,1.9926226,1.9639976,1.9501152,1.9063075,1.8831623,1.8400321,1.8273499,1.823555,1.8492513,1.8899288,1.946975,1.9875798,2.0612187,2.091936,2.0810564,2.0395677,1.9781361,1.9636459,1.9619622,2.0017054,2.036626,2.0779307,2.0179317,1.9275126,1.7651634,1.6316879,1.5002704,1.4048179,1.346497,1.2839708,1.2663972,1.2445828,1.2232509,1.2052698,1.1812117,1.1487896,1.0955025,1.0473626,1.009454,1.0085994,0.99185896,0.9715773,0.9599526,0.9483719,0.9376106,0.94337416,0.9476515,0.93922925
1.2191126,1.2375145,1.2379358,1.1949075,1.159889,1.1009161,1.0210822,0.97277105,0.9451487,0.93146354,0.90160227,0.8618176,0.8181237,0.7955122,0.7559459,0.74350893,0.74820983,0.7336416,0.73913944,0.7359632,0.72685623,0.71474993,0.6932271,0.6544894,0.61949134,0.57393813,0.50801533,0.45791668,0.3706623,0.29344845,0.23184685,0.21231079,0.18423879,0.18114418,0.16364545,0.09063842,0.03639472,-0.0041526053,0.05197925,0.14171226,0.26530635,0.3806737,0.50552815,0.6006403,0.69567907,0.78357375,0.8412026,0.8605633,0.86498106,0.87091553,0.900069,0.9142355,0.9062151,0.8920766,0.88559747,0.89436686,0.88110137,0.87999403,0.88751936,0.88451636,0.90790343,0.9407437,0.93753994,0.9688556
0.68797076,0.7153549,0.7505008,0.74818206,0.74499655,0.73985744,0.71783745,0.6926272,0.68012285,0.60746884,0.52807707,0.45901334,0.4120984,0.3835914,0.36286557,0.3551388,0.32083535,0.3056355,0.3014931,0.2933805,0.31797576,0.33987296,0.3439386,0.37276155,0.40191185,0.4165529,0.43605506,0.44944906,0.49925047,0.5267296,0.5575762,0.5985708,0.6493095,0.6234628,0.61549044,0.60580695,0.6105257,0.59869313,0.6214944,0.67721593,0.79404736,0.83645594,0.83921826,0.8434931,0.8730128,0.87437284,0.8553804,0.8339863,0.8351518,0.8381833,0.82751656,0.8001871,0.8038595,0.8670869,0.89109194,0.8623885,0.86264324,0.83054304,0.8213006,0.81653273,0.78757346,0.7924243,0.79406905,0.79375315
1.7768493,1.9067774,2.0244915,2.1010666,2.1717868,2.2009587,2.1856172,2.167303,2.0819867,2.0030603,1.8901789,1.816577,1.7393417,1.686018,1.6723821,1.651577,1.6804454,1.6828306,1.6821837,1.6906261,1.6635468,1.6737714,1.6960173,1.7111089,1.7330403,1.7657974,1.7739427,1.8036895,1.8173673,1.8252718,1.8558071,1.8681037,1.8804214,1.8616667,1.8485007,1.8005714,1.7458103,1.7289605,1.72753,1.691237,1.6353137,1.5914035,1.5221939,1.4968312,1.4538677,1.4187379,1.4061067,1.3835981,1.3903348,1.3935115,1.3839793,1.3614011,1.351507,1.3918633,1.4111917,1.3844533,1.384047,1.373085,1.3836136,1.3687589,1.3584192,1.4004247,1.4167886,1.3908937
0.694091,0.7339207,0.7814253,0.7943808,0.7971224,0.7841445,0.77733386,0.77813387,0.81455445,0.86592615,0.91163015,0.9604057,1.0051382,1.0289768,1.0362116,1.0300512,1.0982637,1.1639023,1.1905677,1.1993368,1.185611,1.1743404,1.1684917,1.1341805,1.1210527,1.1335585,1.1278448,1.1132876,1.0811559,1.0307715,1.0147507,1.0212309,1.0665262,1.0860455,1.095295,1.0921869,1.0676279,1.0494978,1.0380828,1.0212146,1.0227718,1.0244544,1.0416502,1.0532781,1.0634301,1.0719631,1.062132,1.046081,1.0330458,1.0300751,1.022595,1.022073,1.0089206,0.9955454,0.98554957,0.9940455,1.0065372,1.0188828,1.0393343,1.0458994,1.056038,1.1058497,1.1216497,1.1319304
1.1877367,1.2352529,1.2712126,1.279885,1.2512412,1.220412,1.1451,1.0822558,1.0814706,1.1087484,1.1376477,1.1718786,1.204666,1.2120433,1.1851144,1.1841671,1.1904119,1.161866,1.1463752,1.1287032,1.0841477,1.030784,0.97207284,0.92391574,0.90027535,0.87951887,0.8380389,0.79525614,0.7572185,0.71533024,0.66650724,0.6322067,0.5474365,0.5309422,0.52716416,0.5192174,0.5370263,0.5387862,0.551565,0.55268514,0.60701704,0.6567434,0.7145947,0.7316338,0.7744161,0.79020333,0.8180723,0.8281058,0.8038758,0.8167435,0.80906546,0.80260193,0.782868,0.78703594,0.8023182,0.814366,0.8327931,0.83832264,0.85106206,0.82166266,0.788929,0.7809485,0.7850659,0.8195877
0.028411236,0.043915085,0.04507073,0.010737659,-0.023236677,-0.020395083,0.0013742903,0.007440542,0.026670247,0.07013403,0.10361144,0.12626746,0.15017152,0.18661831,0.22818081,0.27098182,0.3114931,0.3225189,0.35964084,0.36437142,0.3493291,0.31784624,0.30307198,0.29630893,0.24300912,0.21844871,0.19689175,0.18351257,0.16772068,0.11846245,0.07687782,0.049956568,0.054335676,0.071574874,0.061261266,0.05038903,0.039862514,0.039159425,0.090433806,0.19064787,0.274633,0.3262229,0.3504746,0.34074253,0.3314988,0.320543,0.2980535,0.2873698,0.2544998,0.25427338,0.2311879,0.2090784,0.19753769,0.19031492,0.18905821,0.16303906,0.15607086,0.13748585,0.14291441,0.11245556,0.11131858,0.10670326,0.113843285,0.089439444
-1.0395484,-1.0522969,-1.0191846,-0.9936329,-1.007142,-0.952862,-0.9045422,-0.87773746,-0.79463315,-0.7151011,-0.6411097,-0.6230282,-0.61316454,-0.6187171,-0.58383,-0.5948467,-0.55336773,-0.59310806,-0.6573181,-0.6638429,-0.62790155,-0.5647601,-0.5324534,-0.5164641,-0.49015749,-0.4537887,-0.4312209,-0.42567784,-0.43353862,-0.4302343,-0.41778833,-0.41570967,-0.39285076,-0.40340358,-0.391459,-0.35437483,-0.3209057,-0.2917449,-0.3532933,-0.4094888,-0.555485,-0.647208,-0.7104111,-0.7386294,-0.77931535,-0.84339094,-0.8560878,-0.8709867,-0.908483,-0.93072474,-0.9296,-0.8857974,-0.85032797,-0.85351026,-0.8424276,-0.8861805,-0.9316375,-0.933439,-0.9301492,-0.8902799,-0.85564077,-0.9803333,-1.1239178,-1.3228514
0.10621122,0.13481787,0.13032949,0.1017203,0.06788246,0.061820768,0.07188724,0.0693064,0.07440211,0.09451932,0.09034318,0.06586416,0.05345885,0.08221777,0.10507942,0.12202909,0.10436661,0.10966841,0.09463794,0.098297395,0.117651954,0.10469096,0.077464856,0.06675771,0.058433495,0.02140084,-0.014579832,-0.08299939,-0.11859682,-0.16488329,-0.18447942,-0.19416022,-0.20069048,-0.23078409,-0.24704221,-0.32936925,-0.3889674,-0.41264206,-0.36879247,-0.2701774,-0.16430998,-0.034923073,0.088123806,0.15916525,0.17077921,0.17239572,0.17080571,0.16925058,0.16829294,0.17354588,0.15080595,0.13531378,0.1506924,0.16286443,0.15887624,0.14910005,0.1409441,0.14965773,0.12674427,0.10246141,0.06091632,0.097122796,0.12458219,0.19516858
2.5488424,2.527738,2.4602692,2.3824327,2.354598,2.3659887,2.3991852,2.4228275,2.4127731,2.361125,2.3308225,2.2998412,2.2430475,2.176143,2.1194174,2.0818918,2.0374124,1.9908693,1.980308,1.9746687,1.9615977,1.9294527,1.9540734,1.9711301,1.9702866,2.002936,2.0417132,2.0778155,2.122089,2.1643925,2.1862497,2.173232,2.1476579,2.1365585,2.1679554,2.2005734,2.226756,2.220513,2.1361938,2.0470085,1.8998451,1.7485754,1.5836253,1.4759758,1.3758798,1.2831044,1.2588105,1.2398636,1.2286624,1.1980672,1.1811589,1.1422541,1.1052663,1.0721495,1.0496954,1.0376452,1.0017304,0.9860449,0.96588814,0.963101,0.94692576,0.88954365,0.8461523,0.7714797
0.71598554,0.8342302,0.9251074,0.9847834,1.0240093,1.02845,1.0421755,1.0638244,1.0851849,1.09884,1.090642,1.0951912,1.1184956,1.1158144,1.1133571,1.1282719,1.1359155,1.1520197,1.1482074,1.1476045,1.1429362,1.1495826,1.1634042,1.1746025,1.2382679,1.3295453,1.3958917,1.445801,1.4960194,1.5272148,1.5399389,1.5567558,1.5472345,1.5706172,1.5696163,1.5864015,1.6272545,1.6371562,1.564093,1.4713593,1.3538256,1.2695594,1.199746,1.1758289,1.1854384,1.1817383,1.1761508,1.1906414,1.1950226,1.2219844,1.2088096,1.2029729,1.2152653,1.2490015,1.2629299,1.2690957,1.2777777,1.3390977,1.3753066,1.4074864,1.407846,1.4082546,1.3590112,1.3028677
1.7814424,1.6852069,1.577064,1.5022762,1.4576025,1.4072669,1.3891873,1.3653243,1.3364742,1.3161507,1.2787588,1.2466767,1.1918766,1.1862949,1.1423886,1.0979023,1.0963461,1.0682232,1.0687184,1.0509332,1.0040958,0.9968424,0.97780013,0.93438804,0.874609,0.79893255,0.74799836,0.6872615,0.62185633,0.59426904,0.5781807,0.6043037,0.6341017,0.6186929,0.64393234,0.637076,0.56430244,0.550343,0.64183724,0.78146136,0.98928845,1.1012714,1.198005,1.2512369,1.2427855,1.2104076,1.1865587,1.1490333,1.1437695,1.1195205,1.083472,1.0386659,1.010788,1.0212713,1.0178945,0.9725212,0.93441963,0.9198633,0.93974257,0.9399593,0.91219735,0.90890527,0.94234115,0.9629433
-0.18211171,-0.15749492,-0.11484429,-0.11565341,-0.13986531,-0.105618946,-0.08142529,-0.05007417,-0.07431559,-0.04444652,-0.013007125,0.012592208,0.05874131,0.075404316,0.10226996,0.099289335,0.14106917,0.1350216,0.13856262,0.14129037,0.14556596,0.13029256,0.11454668,0.08358402,0.08072075,0.08392461,0.07984306,0.057589862,0.0619154,0.05589122,0.075906835,0.07431915,0.08370948,0.07680892,0.043930136,0.033456232,0.041859422,0.038970873,0.025224144,-0.0037159044,-0.025590284,-0.05104251,-0.06416023,-0.1057719,-0.0937756,-0.09439691,-0.10177158,-0.108584434,-0.11806527,-0.13547434,-0.121969216,-0.14359935,-0.11922568,-0.13287927,-0.13634244,-0.14042394,-0.14234307,-0.17700192,-0.19058287,-0.2146561,-0.1967702,-0.13949038,-0.09028819,-0.053746123
0.19074231,0.24357376,0.29662287,0.31002423,0.29819664,0.3212712,0.3284797,0.3044532,0.30894095,0.30383664,0.32384998,0.33155388,0.37191838,0.42964137,0.46980697,0.4908039,0.5209841,0.54012513,0.5712857,0.5723245,0.5863188,0.61759937,0.6183296,0.6186006,0.6043911,0.5985104,0.57428634,0.54574394,0.48851103,0.44048423,0.4244491,0.44370896,0.4559496,0.45001447,0.4435233,0.41203147,0.36727488,0.34527028,0.39355153,0.47111344,0.6217692,0.72110283,0.82054555,0.8897972,0.9330373,0.96202004,0.99033546,1.0023713,1.0093474,1.0374682,1.051908,1.0793625,1.0912454,1.0826054,1.0672718,1.0600973,1.1004751,1.1310849,1.1761211,1.2164623,1.2442439,1.273839,1.2705636,1.2826357
-1.405498,-1.4994769,-1.5118792,-1.5577118,-1.6240902,-1.667439,-1.6973548,-1.7729247,-1.825196,-1.8856108,-1.9488468,-1.9660103,-1.9896622,-1.9798348,-1.9953358,-1.9965777,-1.9878781,-1.9878557,-2.014835,-2.0545757,-2.0587168,-2.0653007,-2.0817852,-2.090173,-2.1117296,-2.1248155,-2.139283,-2.1468246,-2.1454177,-2.1404915,-2.1458862,-2.1803193,-2.223244,-2.2384913,-2.2531378,-2.2566867,-2.2153418,-2.2233264,-2.2737515,-2.346347,-2.429896,-2.4649112,-2.5057397,-2.5167992,-2.5208693,-2.5084953,-2.5211997,-2.5288928,-2.5297782,-2.531497,-2.5613573,-2.5598593,-2.5779645,-2.5876036,-2.6021283,-2.5704553,-2.5569882,-2.5389655,-2.5194685,-2.5332344,-2.5453799,-2.5360491,-2.5267718,-2.4866621
0.048117943,0.13346761,0.21764535,0.27935404,0.3642792,0.43839014,0.490632,0.5183519,0.5362198,0.53350943,0.5458316,0.5659542,0.57329154,0.58267605,0.5808495,0.60331905,0.6023724,0.58145046,0.5825032,0.5974752,0.6371751,0.63728845,0.63261163,0.6378958,0.64920247,0.68939567,0.75573695,0.82058597,0.8745247,0.9058708,0.91970396,0.93469524,0.9515015,0.95701575,0.94772613,0.9709952,1.0571512,1.0816908,1.0111737,0.9074409,0.7512491,0.618448,0.5055321,0.42985898,0.39601153,0.3637463,0.32247382,0.31012928,0.29237062,0.29376847,0.28021616,0.28828275,0.29255623,0.29220915,0.29577118,0.302427,0.28125024,0.31431365,0.3136587,0.2926463,0.2696627,0.23294622,0.24741602,0.25900877
-0.390352,-0.39192134,-0.36027145,-0.3292827,-0.31597573,-0.2931744,-0.3117221,-0.33486068,-0.37899363,-0.39516717,-0.42594957,-0.4456988,-0.4571932,-0.4403643,-0.43419105,-0.41755062,-0.42345685,-0.40986663,-0.40284324,-0.40090716,-0.3973112,-0.4037832,-0.40238875,-0.38328272,-0.40351826,-0.4362533,-0.46586668,-0.49293736,-0.53585637,-0.55107605,-0.55903566,-0.5615289,-0.5781231,-0.54298484,-0.51705915,-0.51249224,-0.51279545,-0.4969383,-0.4703837,-0.42880327,-0.38127953,-0.2925145,-0.23031493,-0.1657986,-0.13930777,-0.090547666,-0.059419774,-0.06102777,-0.022824138,-0.029828608,0.0018442543,0.011682767,0.026684934,0.032296803,0.051094227,0.053086765,0.07538851,0.101712115,0.13624322,0.16392206,0.228859,0.23320101,0.23856083,0.25178468
